destination,0,3.7,11,22,50
work,0.5887,0.0411,0.1645,0.1645,0.0411
business,0.6400,0.0330,0.1350,0.1500,0.0420
school,0.5887,0.0411,0.1645,0.1645,0.0411
shopping,0.5588,0.0059,0.0618,0.2530,0.1206
private/ridesharing,0.6550,0.0155,0.0810,0.1760,0.0725
leisure,0.6538,0.0154,0.0808,0.1770,0.0731
home,0.4894,0.0911,0.3402,0.0715,0.0079
