,distribution,stand
0,0.987204870281697,0.016666999999999998
1,0.9882780478478624,0.040650333
2,0.9903497648352207,0.06463366599999999
3,0.9929829307915493,0.088616999
4,0.9957702226949755,0.112600332
5,0.9981800464857666,0.136583665
6,0.9997792626476558,0.160566998
7,1.0,0.18455033099999998
8,0.99843014579129,0.20853366399999998
9,0.994933578162414,0.23251699699999998
10,0.9892529656628821,0.25650033
11,0.9814090036512411,0.280483663
12,0.9714891800593506,0.304466996
13,0.9598223378440139,0.328450329
14,0.9465662691737805,0.352433662
15,0.9320445855678743,0.376416995
16,0.9166912407931607,0.40040032799999997
17,0.900746886111877,0.42438366099999997
18,0.8845460513025519,0.44836699399999996
19,0.8683732671609243,0.47235032699999996
20,0.8525542729397195,0.49633365999999995
21,0.8372857714568341,0.520316993
22,0.822756699462753,0.544300326
23,0.809295598348338,0.568283659
24,0.7969223663332302,0.592266992
25,0.7857820170178386,0.616250325
26,0.7759360568135193,0.640233658
27,0.7674204028424688,0.664216991
28,0.7601560977835192,0.688200324
29,0.7540487967462414,0.712183657
30,0.7489973538131302,0.73616699
31,0.7447655179357229,0.760150323
32,0.7412739842431869,0.784133656
33,0.7383424778291771,0.808116989
34,0.7357403698868958,0.832100322
35,0.7333136884979751,0.8560836549999999
36,0.7310304857601038,0.8800669879999999
37,0.7287595382495617,0.9040503209999999
38,0.7263592119393643,0.9280336539999999
39,0.7239019368494473,0.9520169869999999
40,0.7213262429408337,0.9760003199999999
41,0.7185930809808407,0.9999836529999999
42,0.7156999318149755,1.023966986
43,0.7127366059061649,1.047950319
44,0.7097080944454169,1.071933652
45,0.706544178718355,1.095916985
46,0.7033213365599357,1.119900318
47,0.7000114092293254,1.143883651
48,0.6965326264577197,1.167866984
49,0.6928095185903053,1.1918503169999999
50,0.6888788949047421,1.21583365
51,0.6846357224942422,1.2398169829999999
52,0.6799573350186077,1.263800316
53,0.6748612558731512,1.2877836489999999
54,0.6693234282621162,1.311766982
55,0.6632839847061377,1.3357503149999999
56,0.6567684897485204,1.359733648
57,0.6498710517275597,1.3837169809999998
58,0.6426579132070224,1.407700314
59,0.6351747171185828,1.4316836469999998
60,0.6276368962394556,1.45566698
61,0.6201601857449919,1.4796503129999998
62,0.6128602523174251,1.503633646
63,0.6058807978059385,1.5276169789999998
64,0.5994178258411484,1.551600312
65,0.5935850786063549,1.575583645
66,0.5883950099089799,1.599566978
67,0.5839563339021226,1.623550311
68,0.580248787858092,1.647533644
69,0.5771752775965121,1.671516977
70,0.5746086322209429,1.69550031
71,0.5724816987653187,1.719483643
72,0.5705761333800968,1.743466976
73,0.5686677792233091,1.767450309
74,0.5666140488893785,1.7914336419999999
75,0.5642566777496832,1.815416975
76,0.5613786762412466,1.8394003079999999
77,0.5579547233755779,1.863383641
78,0.5538982065608379,1.8873669739999999
79,0.5492302673300133,1.911350307
80,0.5439548032957217,1.9353336399999999
81,0.5382550861330692,1.959316973
82,0.5322470799591652,1.9833003059999998
83,0.5260507467212766,2.007283639
84,0.5199112940784184,2.031266972
85,0.5139961957389667,2.055250305
86,0.5084269155993776,2.079233638
87,0.5033218371068043,2.1032169709999997
88,0.49879720909410086,2.127200304
89,0.49487333276208023,2.151183637
90,0.4914756549483425,2.17516697
91,0.48863062227395493,2.1991503029999997
92,0.4862204025364462,2.223133636
93,0.4841100548567446,2.247116969
94,0.48218525614010893,2.271100302
95,0.48036825396623956,2.2950836349999997
96,0.4785676417788942,2.319066968
97,0.4766364276145567,2.343050301
98,0.4745644567135472,2.3670336339999998
99,0.472282660414973,2.391016967
100,0.4697304046030934,2.4150003
101,0.4668640747132818,2.438983633
102,0.463723880842449,2.4629669659999998
103,0.4602838688818969,2.486950299
104,0.45650976392353726,2.510933632
105,0.4524818223272397,2.534916965
106,0.44822315902021437,2.5589002979999997
107,0.44375079827966024,2.582883631
108,0.43911453308401094,2.606866964
109,0.43441625798854644,2.630850297
110,0.42970185838928704,2.6548336299999997
111,0.4249800161593172,2.678816963
112,0.42036348893343045,2.702800296
113,0.41585525303597787,2.726783629
114,0.4114525413932098,2.7507669619999997
115,0.4071464260051581,2.774750295
116,0.4029403119499888,2.798733628
117,0.3988011772056459,2.822716961
118,0.39462467043311383,2.8467002939999997
119,0.39040535893786577,2.870683627
120,0.38607257667638206,2.89466696
121,0.38156111813932164,2.918650293
122,0.37682398264601963,2.9426336259999997
123,0.3718978836889294,2.966616959
124,0.36677646946178627,2.990600292
125,0.3614621476437745,3.0145836249999998
126,0.35606087280151144,3.0385669579999997
127,0.35063703072757596,3.062550291
128,0.3452620104146335,3.086533624
129,0.34002661555460817,3.1105169569999997
130,0.33503940715300684,3.13450029
131,0.3303768286385637,3.158483623
132,0.32605504459910506,3.182466956
133,0.32218109138953915,3.2064502889999997
134,0.3187472169073757,3.230433622
135,0.31573791542083784,3.254416955
136,0.31312712023492684,3.278400288
137,0.31089590538581086,3.3023836209999997
138,0.30898631264438126,3.326366954
139,0.3072793745573267,3.350350287
140,0.3057274018433238,3.37433362
141,0.3042196914748068,3.3983169529999997
142,0.30263401926251055,3.422300286
143,0.3009229646300642,3.446283619
144,0.2989819271022766,3.470266952
145,0.2967672175756102,3.4942502849999997
146,0.2942214040715384,3.518233618
147,0.29137472901760164,3.542216951
148,0.2882450771096737,3.5662002839999998
149,0.284848369372906,3.5901836169999997
150,0.2812875658242334,3.61416695
151,0.27762564488088953,3.638150283
152,0.2739221091312667,3.6621336159999998
153,0.2702336834153451,3.6861169489999996
154,0.26665516689882574,3.710100282
155,0.26320456646508594,3.734083615
