destination,0,3.7,11,22,50
work,0.4274,0.0000,0.2290,0.2290,0.1145
business,0.5300,0.0000,0.1745,0.1970,0.0985
school,0.4274,0.0000,0.2290,0.2290,0.1145
shopping,0.3675,0.0000,0.0809,0.3678,0.1839
private/ridesharing,0.5600,0.0000,0.0905,0.2330,0.1165
leisure,0.5575,0.0000,0.0904,0.2348,0.1174
home,0.3311,0.0189,0.4836,0.1507,0.0157
