destination,22.0,50.0,150.0,250.0,350.0
retail,0.75,0.15,0.1,0,0
street,0.9,0.075,0.025,0,0
urban_fast,0,0.05,0.045,0.045,0.05
highway_fast,0,0,0.2,0.7,0.1
